January 2018 ASP NDC - HCPCS Crosswalk for Medicare Part B Drugs,,,,,,,,,
"     Effective January 1, 2018 through March 31, 2018",,,,,,,,,
,,,,,,,,,
Note 1: This crosswalk is based on published drug and biological pricing data and information submitted to CMS by manufacturers. The information is intended to support ASP-based ,,,,,,,,,
Medicare Part B payments only. ,,,,,,,,,
Note 2: Please submit comments on the crosswalk to e-mail address: sec303aspdata@cms.hhs.gov. ,,,,,,,,,
,,,,,,,,,
_2018_CODE,Short Description,LABELER NAME,NDC2,Drug Name,HCPCS dosage,PKG SIZE,PKG QTY,BILLUNITS,BILLUNITSPKG
J0290,Ampicillin 500 mg inj,WG Critical Care,44567-0104-10,Ampicillin for Injection,500 MG,1,10,20,200
J0290,Ampicillin 500 mg inj,Fresenius Kabi USA LLC,63323-0387-10,Ampicillin Sodium,500 MG,10,10,0.5,5
J0290,Ampicillin 500 mg inj,Fresenius Kabi USA LLC,63323-0388-10,Ampicillin Sodium,500 MG,1,10,1,10
J0290,Ampicillin 500 mg inj,Fresenius Kabi USA LLC,63323-0389-10,Ampicillin Sodium,500 MG,10,10,2,20
J0290,Ampicillin 500 mg inj,Fresenius Kabi USA LLC,63323-0399-23,Ampicillin Sodium,500 MG,1,10,4,40
J0290,Ampicillin 500 mg inj,Fresenius Kabi USA LLC,63323-0404-00,Ampicillin Sodium,500 MG,1,1,20,20
J0290,Ampicillin 500 mg inj,FRESENIUS KABI USA,63323-0704-08,Ampicillin Sodium,500 MG,1,10,2,20
J0290,Ampicillin 500 mg inj,FRESENIUS KABI USA,63323-0705-08,AMPICILLIN SODIUM,500 MG,1,10,4,40
J0290,Ampicillin 500 mg inj,FRESENIUS KABI USA,63323-0707-20,AMPICILLIN SODIUM,500 MG,1,10,0.5,5
J0290,Ampicillin 500 mg inj,MYLAN INSTITUTIONAL LLC,67457-0350-10,Ampicillin Sodium,500 MG,1,10,1,10
J0290,Ampicillin 500 mg inj,MYLAN INSTITUTIONAL LLC,67457-0351-10,Ampicillin Sodium,500 MG,1,10,2,20
J0290,Ampicillin 500 mg inj,MYLAN INSTITUTIONAL LLC,67457-0352-10,Ampicillin Sodium,500 MG,1,10,4,40
J0290,Ampicillin 500 mg inj,MYLAN INSTITUTIONAL LLC,67457-0353-10,Ampicillin Sodium,500 MG,1,10,0.5,5
J0290,Ampicillin 500 mg inj,MYLAN INSTITUTIONAL LLC,67457-0404-10,Ampicillin Sodium,500 MG,1,1,20,20
J0295,Ampicillin sodium per 1.5 gm,PFIZER INC.,00049-0013-83,Unasyn 1.5Gm,1.5 GM,1,10,1,10
J0295,Ampicillin sodium per 1.5 gm,PFIZER INC.,00049-0014-83,Unasyn 3Gm,1.5 GM,1,10,2,20
J0295,Ampicillin sodium per 1.5 gm,PFIZER INC.,00049-0024-28,Unasyn 15Gm,1.5 GM,1,1,10,10
J0295,Ampicillin sodium per 1.5 gm,West-Ward Pharmaceuticals Corp,00641-6116-10,Ampicillin-Sulbactam,1.5 GM,1,10,1,10
J0295,Ampicillin sodium per 1.5 gm,West-Ward Pharmaceuticals Corp,00641-6117-10,Ampicillin-Sulbactam,1.5 GM,1,10,2,20
J0295,Ampicillin sodium per 1.5 gm,West-Ward Pharmaceuticals Corp,00641-6118-01,Ampicillin-Sulbactam,1.5 GM,1,1,10,10
J0295,Ampicillin sodium per 1.5 gm,West-Ward Pharmaceuticals Corp,00641-6119-10,Ampicillin-Sulbactam,1.5 GM,1,10,1,10
J0295,Ampicillin sodium per 1.5 gm,West-Ward Pharmaceuticals Corp,00641-6120-10,Ampicillin-Sulbactam,1.5 GM,1,10,2,20
J0295,Ampicillin sodium per 1.5 gm,West-Ward Pharmaceuticals Corp,00641-6121-01,Ampicillin-Sulbactam,1.5 GM,1,1,10,10
J0295,Ampicillin sodium per 1.5 gm,Sagent Pharmaceuticals Inc,25021-0142-20,AMPICILLIN-SULBACTAM,1.5 GM,1,10,10,10
J0295,Ampicillin sodium per 1.5 gm,Sagent Pharmaceuticals Inc,25021-0143-30,AMPICILLIN-SULBACTAM,1.5 GM,1,10,20,20
J0295,Ampicillin sodium per 1.5 gm,Sagent Pharmaceuticals Inc,25021-0144-99,AMPICILLIN-SULBACTAM,1.5 GM,30,1,10,10
J0295,Ampicillin sodium per 1.5 gm,WG Critical Care,44567-0211-10,Ampicillin-Sulbactam,1.5 GM,1,10,2,20
J0295,Ampicillin sodium per 1.5 gm,WG Critical Care,44567-0212-01,Ampicillin-Sulbactam,1.5 GM,1,1,10,10
J0295,Ampicillin sodium per 1.5 gm,Fresenius Kabi USA LLC,63323-0368-20,Ampicillin-Sulbactam,1.5 GM,1,10,1,10
J0295,Ampicillin sodium per 1.5 gm,Fresenius Kabi USA LLC,63323-0369-20,Ampicillin-Sulbactam,1.5 GM,1,10,2,20
J0295,Ampicillin sodium per 1.5 gm,Fresenius Kabi USA LLC,63323-0370-62,Ampicillin-Sulbactam,1.5 GM,1,1,10,10
J0295,Ampicillin sodium per 1.5 gm,Mylan Institutional,67457-0348-15,Ampicillin-Sulbactam,1.5 GM,1,1,1,1
J0295,Ampicillin sodium per 1.5 gm,Mylan Institutional,67457-0349-03,Ampicillin-Sulbactam,1.5 GM,1,1,2,2
J0295,Ampicillin sodium per 1.5 gm,MYLAN INSTITUTIONAL LLC,67457-0349-10,Ampicillin-Sulbactam,1.5 GM,1,10,2,20
J0295,Ampicillin sodium per 1.5 gm,Mylan Institutional,67457-0649-10,Ampicillin-Sulbactam,1.5 GM,1,1,10,10
J0348,Anidulafungin injection,PFIZER INC.,00049-0114-28,ERAXIS,1 MG,1,1,50,50
J0348,Anidulafungin injection,PFIZER INC.,00049-0116-28,ERAXIS,1 MG,1,1,100,100
J0360,Hydralazine hcl injection,Akorn,17478-0934-01,Hydralazine HCl,20 MG,1,10,1,10
J0360,Hydralazine hcl injection,Akorn,17478-0934-15,Hydralazine Hcl,20 MG,1,25,1,25
J0360,Hydralazine hcl injection,"X-Gen Pharmaceuticals, Inc.",39822-0500-04,Hydralazine Hcl,20 MG,1,25,1,25
J0360,Hydralazine hcl injection,Fresenius Kabi USA LLC,63323-0614-01,Hydralazine Hcl,20 MG,1,25,1,25
J0360,Hydralazine hcl injection,Fresenius Kabi USA LLC,63323-0614-16,Hydralazine HCl,20 MG,1,25,1,25
J0360,Hydralazine hcl injection,Fresenius Kabi USA LLC,63323-0614-55,Hydralazine Hcl,20 MG,1,25,1,25
J0360,Hydralazine hcl injection,Mylan Institutional,67457-0291-01,Hydralazine Hcl,20 MG,1,25,1,25
J0401,Inj aripiprazole ext rel 1mg,"Otsuka America Pharmaceutical, Inc.",59148-0018-71,ABILIFY MAINTENA,1 MG,1,1,300,300
J0401,Inj aripiprazole ext rel 1mg,"Otsuka America Pharmaceutical, Inc.",59148-0019-71,ABILIFY MAINTENA,1 MG,1,1,400,400
J0401,Inj aripiprazole ext rel 1mg,"Otsuka America Pharmaceutical, Inc.",59148-0045-80,ABILIFY MAINTENA,1 MG,1,1,300,300
J0401,Inj aripiprazole ext rel 1mg,"Otsuka America Pharmaceutical, Inc.",59148-0072-80,ABILIFY MAINTENA,1 MG,1,1,400,400
J0456,Azithromycin,PFIZER INC.,00069-0400-10,AZITHROMYCIN,500 MG,1,10,1,10
J0456,Azithromycin,PFIZER INC.,00069-3150-83,Zithromax,500 MG,1,10,1,10
J0456,Azithromycin,"HOSPIRA, INC",00409-0144-11,AZITHROMYCIN,500 MG,1,10,1,10
J0456,Azithromycin,Sagent Pharmaceuticals Inc,25021-0112-10,AZITHROMYCIN,500 MG,1,10,1,10
J0456,Azithromycin,"Sun Pharmaceutical Industries, Ltd.",62756-0512-44,AZITHROMYCIN,500 MG,1,10,1,10
J0456,Azithromycin,Fresenius Kabi USA LLC,63323-0398-10,AZITHROMYCIN,500 MG,1,10,10,10
J0456,Azithromycin,Fresenius Kabi USA LLC,63323-0398-12,AZITHROMYCIN,500 MG,1,10,10,10
J0456,Azithromycin,Fresenius Kabi USA LLC,63323-0398-14,AZITHROMYCIN,500 MG,1,10,1,10
J0456,Azithromycin,ATHENEX,70860-0100-10,AZITHROMYCIN,500 MG,1,10,1,10
J0461,Atropine sulfate injection,"HOSPIRA, INC",00409-1630-10,Atropine Sulfate,0.01 MG,10,10,100,1000
J0461,Atropine sulfate injection,"HOSPIRA, INC",00409-4910-34,ATROPINE SULFATE,0.01 MG,5,10,50,500
J0461,Atropine sulfate injection,"HOSPIRA, INC",00409-4911-34,Atropine Sulfate,0.01 MG,10,10,100,1000
J0461,Atropine sulfate injection,"HOSPIRA, INC",00409-9630-05,Atropine Sulfate,0.01 MG,5,10,25,250
J0461,Atropine sulfate injection,American Regent,00517-0401-25,Atropine Sulfate,0.01 MG,1,25,40,1000
J0461,Atropine sulfate injection,American Regent,00517-1010-25,Atropine Sulfate,0.01 MG,1,25,100,2500
J0461,Atropine sulfate injection,West-Ward Pharmaceuticals Corp,00641-6006-10,ATROPINE SULFATE,0.01 MG,20,10,800,8000
J0461,Atropine sulfate injection,A-S Medication Solutions,54569-2236-00,Atropine Sulfate,0.01 MG,10,1,100,100
J0470,Dimecaprol injection,Akorn,17478-0526-03,Bal In Oil,100 MG,3,10,3,30
J0475,Baclofen 10 mg injection,Mallinckrodt,45945-0155-01,GABLOFEN,10 MG,20,1,1,1
J0475,Baclofen 10 mg injection,Mallinckrodt,45945-0155-02,GABLOFEN,10 MG,20,1,1,1
J0475,Baclofen 10 mg injection,Mallinckrodt,45945-0156-01,GABLOFEN,10 MG,20,1,2,2
J0475,Baclofen 10 mg injection,Mallinckrodt,45945-0156-02,GABLOFEN,10 MG,20,1,2,2
J0475,Baclofen 10 mg injection,Mallinckrodt,45945-0157-01,GABLOFEN,10 MG,20,1,4,4
J0475,Baclofen 10 mg injection,Mallinckrodt,45945-0157-02,GABLOFEN,10 MG,20,1,4,4
J0475,Baclofen 10 mg injection,Saol Therapeutics,58281-0560-01,Lioresal,10 MG,20,1,1,1
J0475,Baclofen 10 mg injection,Saol Therapeutics,58281-0560-02,Lioresal,10 MG,40,1,2,2
J0475,Baclofen 10 mg injection,Saol Therapeutics,58281-0561-02,Lioresal,10 MG,10,1,2,2
J0475,Baclofen 10 mg injection,Saol Therapeutics,58281-0563-01,Lioresal,10 MG,20,1,4,4
J0475,Baclofen 10 mg injection,Saol Therapeutics,58281-0563-02,Lioresal,10 MG,40,1,8,8
J0475,Baclofen 10 mg injection,SAOL THERAPEUTICS,70257-0563-01,Lioresal,10 MG,20,1,4,4
J0475,Baclofen 10 mg injection,SAOL THERAPEUTICS,70257-0563-02,Lioresal,10 MG,20,2,4,8
J0476,Baclofen intrathecal trial,Mallinckrodt,45945-0151-01,GABLOFEN,50 MCG,1,1,1,1
J0476,Baclofen intrathecal trial,Saol Therapeutics,58281-0562-01,Lioresal,50 MCG,1,1,1,1
J0476,Baclofen intrathecal trial,SAOL THERAPEUTICS,70257-0562-55,Lioresal,50 MCG,1,5,1,5
J0480,Basiliximab,Novartis Pharmaceuticals Corporation,00078-0331-84,Simulect,20 MG,1,1,1,1
J0480,Basiliximab,Novartis Pharmaceuticals Corporation,00078-0393-61,Simulect,20 MG,1,1,0.5,0.5
J0485,Belatacept injection,Bristol-Myers Squibb Company,00003-0371-13,NULOJIX,1 MG,1,1,250,250
J0490,Belimumab injection,GlaxoSmithkline,49401-0101-01,BENLYSTA,10 MG,5,1,12,12
J0490,Belimumab injection,GlaxoSmithkline,49401-0102-01,BENLYSTA,10 MG,20,1,40,40
J0500,Dicyclomine injection,Aptalis Pharmaceuticals,58914-0080-52,Bentyl,20 MG,2,5,1,5
J0515,Inj benztropine mesylate,West-Ward Pharmaceuticals Corp,00143-9729-05,COGENTIN,1 MG,2,5,2,10
J0515,Inj benztropine mesylate,Akorn,17478-0012-02,BENZTROPINE,1 MG,2,5,2,10
J0515,Inj benztropine mesylate,Fresenius Kabi USA LLC,63323-0970-02,BENZTROPINE,1 MG,2,5,2,10
J0515,Inj benztropine mesylate,Zydus Pharmaceuticals USA Inc,68382-0860-10,BENZTROPINE,1 MG,2,5,2,10
J0515,Inj benztropine mesylate,Oak,76478-0611-02,COGENTIN,1 MG,2,5,2,10
J0558,Peng benzathine/procaine inj,A-S Medication Solutions,54569-5957-00,BICILLIN C-R,"100,000 UNITS",2,10,12,120
J0558,Peng benzathine/procaine inj,PFIZER INC.,60793-0600-10,BICILLIN C-R,"100,000 UNITS",2,10,12,120
J0558,Peng benzathine/procaine inj,PFIZER INC.,60793-0601-10,Bicillin CR Pediatric,"100,000 UNITS",2,10,12,120
J0558,Peng benzathine/procaine inj,PFIZER INC.,60793-0602-10,BICILLIN C-R,"100,000 UNITS",2,10,12,120
J0561,Penicillin g benzathine inj,A-S Medication Solutions,54569-5876-00,Bicillin L-A,"100,000 UNITS",1,10,6,60
J0561,Penicillin g benzathine inj,A-S Medication Solutions,54569-5877-00,Bicillin L-A,"100,000 UNITS",2,10,12,120
J0561,Penicillin g benzathine inj,A-S Medication Solutions,54569-5877-01,Bicillin L-A,"100,000 UNITS",2,1,12,120
J0561,Penicillin g benzathine inj,PFIZER INC.,60793-0700-10,Bicillin L-A,"100,000 UNITS",1,10,6,60
J0561,Penicillin g benzathine inj,PFIZER INC.,60793-0701-10,Bicillin L-A,"100,000 UNITS",2,10,12,120
J0561,Penicillin g benzathine inj,PFIZER INC.,60793-0702-10,Bicillin L-A,"100,000 UNITS",4,10,24,240
J0570,Buprenorphine implant 74.2mg,Braeburn Pharmaceuticals,58284-0100-14,PROBUPHINE SYSTEM KIT,74.2 MG,1,4,1,4
J0583,Bivalirudin,"HOSPIRA, INC",00409-8300-10,BIVALIRUDIN,1 MG,1,10,250,2500
J0583,Bivalirudin,"HOSPIRA, INC",00409-8300-15,BIVALIRUDIN,1 MG,1,10,250,2500
J0583,Bivalirudin,"Sandoz, Inc.",00781-3158-95,BIVALIRUDIN,1 MG,1,10,250,2500
J0583,Bivalirudin,"DR REDDY'S LABORATORIES, INC.",55111-0652-37,BIVALIRUDIN,1 MG,1,10,250,2500
J0583,Bivalirudin,Fresenius Kabi USA LLC,63323-0562-10,BIVALIRUDIN,1 MG,1,10,250,2500
J0583,Bivalirudin,The Medicines Company,65293-0001-01,Angiomax,1 MG,1,10,250,2500
J0585,"Injection,onabotulinumtoxina","Allergan Sales, LLC",00023-1145-01,Botox,1 UNIT,1,1,100,100
J0585,"Injection,onabotulinumtoxina","Allergan Sales, LLC",00023-3919-50,Botox Cosmetic,1 UNIT,1,1,50,50
J0585,"Injection,onabotulinumtoxina","Allergan Sales, LLC",00023-3921-02,Botox,1 UNIT,1,1,200,200
J0585,"Injection,onabotulinumtoxina","Allergan Sales, LLC",00023-9232-01,Botox Cosmetic,1 UNIT,1,1,100,100
J0586,Abobotulinumtoxina,"Galderma Laboratories, L.P.",00299-5962-30,Dysport,5 UNITS,1,1,60,60
J0586,Abobotulinumtoxina,"Ipsen Biopharmaceuticals, Inc",15054-0500-01,Dysport,5 Unit,1,1,100,100
J0586,Abobotulinumtoxina,"Ipsen Biopharmaceuticals, Inc",15054-0530-06,Dysport,5 Unit,1,1,60,60
J0587,"Inj, rimabotulinumtoxinb","Solstice Neurosciences, LLC",10454-0710-10,Myobloc,100 UNITS,0.5,1,25,25
J0587,"Inj, rimabotulinumtoxinb","Solstice Neurosciences, LLC",10454-0711-10,Myobloc,100 UNITS,1,1,50,50
J0587,"Inj, rimabotulinumtoxinb","Solstice Neurosciences, LLC",10454-0712-10,Myobloc,100 UNITS,2,1,100,100
J0588,Incobotulinumtoxin a,"Merz Pharmaceuticals, LLC",00259-1605-01,XEOMIN,1 UNIT,1,1,50,50
J0588,Incobotulinumtoxin a,"Merz Pharmaceuticals, LLC",00259-1610-01,XEOMIN,1 UNIT,1,1,100,100
J0588,Incobotulinumtoxin a,"Merz Pharmaceuticals, LLC",00259-1620-01,XEOMIN,1 UNIT,1,1,200,200
J0588,Incobotulinumtoxin a,"Merz Aesthetics, Inc.",46783-0160-01,XEOMIN,1 UNIT,1,1,100,100
J0588,Incobotulinumtoxin a,"Merz Aesthetics, Inc.",46783-0161-01,XEOMIN,1 UNIT,1,1,50,50
J0592,Buprenorphine hydrochloride,"HOSPIRA, INC",00409-2012-32,Buprenorphine Hcl,0.1 MG,1,10,3,30
J0592,Buprenorphine hydrochloride,PAR STERILE PRODUCTS LLC,42023-0179-05,Buprenorphine HCl Injection,0.1 MG,1,5,3,15
J0594,Busulfan injection,"SAGENT PHARMACEUTICALS, INC.",25021-0241-10,BUSULFAN,1 MG,10,8,60,480
J0594,Busulfan injection,"Otsuka America Pharmaceutical, Inc.",59148-0070-91,BUSULFAN,1 MG,10,8,60,480
J0595,Butorphanol tartrate 1 mg,"HOSPIRA, INC",00409-1623-01,Butorphanol Tartrate,1 MG,1,10,1,10
J0595,Butorphanol tartrate 1 mg,"HOSPIRA, INC",00409-1626-01,Butorphanol Tartrate,1 MG,1,10,2,20
J0595,Butorphanol tartrate 1 mg,"HOSPIRA, INC",00409-1626-02,Butorphanol Tartrate,1 MG,2,10,4,40
J0595,Butorphanol tartrate 1 mg,"HOSPIRA, INC",00409-1626-10,Butorphanol Tartrate,1 MG,1,10,2,20
J0596,"Injection, ruconest","Santarus Pharmaceuticals, Inc.",68012-0350-01,Ruconest ,10 UNITS,1,1,210,210
J0596,"Injection, ruconest","Santarus Pharmaceuticals, Inc.",68012-0350-02,Ruconest ,10 Units,1,1,210,210
J0597,"C-1 esterase, berinert",CSL Behring GmbH,63833-0825-02,BERINERT,10 UNITS,1,1,50,50
J0598,"C-1 esterase, cinryze","Shire ViroPharma, Inc.",42227-0081-05,Cinryze,10 UNITS,1,1,50,50
J0600,Edetate calcium disodium inj,"Medicis Pharmaceuticals, Inc.",99207-0240-05,Calcium Disodium Versenate,1000 MG,5,5,1,5
J0610,Calcium gluconate injection,American Regent,00517-3900-25,Calcium Gluconate,10 ML,100,25,10,250
J0610,Calcium gluconate injection,Fresenius Kabi USA LLC,63323-0311-10,Calcium Gluconate,10 ML,10,25,1,25
J0610,Calcium gluconate injection,Fresenius Kabi USA LLC,63323-0311-19,Calcium Gluconate,10 ML,10,25,1,25
J0610,Calcium gluconate injection,Fresenius Kabi USA LLC,63323-0311-50,Calcium Gluconate,10 ML,50,25,5,125
J0610,Calcium gluconate injection,Fresenius Kabi USA LLC,63323-0311-59,Calcium Gluconate,10 ML,50,25,5,125
J0610,Calcium gluconate injection,Fresenius Kabi USA LLC,63323-0311-61,Calcium Gluconate,10 ML,100,20,10,200
J0610,Calcium gluconate injection,Fresenius Kabi USA LLC,63323-0311-66,Calcium Gluconate,10 ML,100,20,10,200
J0630,Calcitonin salmon injection,Novartis Pharmaceuticals Corporation,00078-0149-23,Miacalcin,400 UNITS,2,1,1,1
J0630,Calcitonin salmon injection,Mylan Institutional,54766-0149-23,Miacalcin,400 UNITS,2,1,1,1
J0630,Calcitonin salmon injection,MYLAN INSTITUTIONAL,67457-0675-02,Miacalcin,400 UNITS,2,1,1,1
J0636,Inj calcitriol per 0.1 mcg,Akorn,17478-0831-01,CALCITRIOL,0.1 MCG,1,10,10,100
J0636,Inj calcitriol per 0.1 mcg,Akorn,17478-0931-01,CALCITRIOL,0.1 MCG,1,10,10,100
J0637,Caspofungin acetate,Merck Sharp & Dohme Corp.,00006-3822-10,Cancidas,5 MG,1,1,10,10
J0637,Caspofungin acetate,Merck Sharp & Dohme Corp.,00006-3823-10,Cancidas,5 MG,1,1,14,14
J0637,Caspofungin acetate,"FRESENIUS KABI USA, LLC",63323-0356-10,CASPOFUNGIN ACETATE,5 MG,1,10,10,100
J0637,Caspofungin acetate,"FRESENIUS KABI USA, LLC",63323-0358-10,CASPOFUNGIN ACETATE,5 MG,1,10,14,140
J0637,Caspofungin acetate,Mylan Institutional,67457-0831-50,Caspofungin ,5 MG,1,1,10,10
J0638,Canakinumab injection,Novartis Pharmaceuticals Corporation,00078-0582-61,ILARIS,1 MG,180,1,180,180
J0638,Canakinumab injection,NOVARTIS PHARMACEUTICALS CORP.,00078-0734-61,ILARIS,1 MG,150,1,150,150
J0640,Leucovorin calcium injection,WEST-WARD,00143-9552-01,Leucovorin Calcium,50 MG,1,1,7,7
J0640,Leucovorin calcium injection,WEST-WARD,00143-9553-01,Leucovorin Calcium,50 MG,1,1,4,4
J0640,Leucovorin calcium injection,WEST-WARD,00143-9554-01,Leucovorin Calcium,50 MG,1,1,2,2
J0640,Leucovorin calcium injection,WEST-WARD,00143-9555-01,Leucovorin Calcium,50 MG,1,1,1,1
J0640,Leucovorin calcium injection,"SICOR PHARMACEUTICALS, INC.",00703-5140-01,Leucovorin Calcium,50 MG,1,1,2,2
J0640,Leucovorin calcium injection,"SICOR PHARMACEUTICALS, INC.",00703-5145-01,Leucovorin Calcium,50 MG,1,1,7,7
J0640,Leucovorin calcium injection,"SICOR PHARMACEUTICALS, INC.",00703-5145-91,Leucovorin Calcium,50 MG,1,1,7,7
J0640,Leucovorin calcium injection,Sagent Pharmaceuticals Inc,25021-0813-10,Leucovorin Calcium,50 MG,1,10,1,10
J0640,Leucovorin calcium injection,Sagent Pharmaceuticals Inc,25021-0813-66,Leucovorin Calcium,50 MG,1,10,1,10
J0640,Leucovorin calcium injection,Sagent Pharmaceuticals Inc,25021-0814-30,Leucovorin Calcium,50 MG,1,1,2,2
J0640,Leucovorin calcium injection,Sagent Pharmaceuticals Inc,25021-0814-67,Leucovorin Calcium,50 MG,1,1,2,2
J0640,Leucovorin calcium injection,Sagent Pharmaceuticals Inc,25021-0815-30,Leucovorin Calcium,50 MG,1,1,4,4
J0640,Leucovorin calcium injection,Sagent Pharmaceuticals Inc,25021-0815-67,Leucovorin Calcium,50 MG,1,1,4,4
J0640,Leucovorin calcium injection,Sagent Pharmaceuticals Inc,25021-0816-30,Leucovorin Calcium,50 MG,1,1,7,7
J0640,Leucovorin calcium injection,Sagent Pharmaceuticals Inc,25021-0816-67,Leucovorin Calcium,50 MG,1,1,7,7
J0640,Leucovorin calcium injection,Fresenius Kabi USA LLC,63323-0710-50,Leucovorin Calcium,50 MG,1,1,4,4
J0640,Leucovorin calcium injection,Fresenius Kabi USA LLC,63323-0710-59,Leucovorin Calcium,50 MG,1,1,4,4
J0640,Leucovorin calcium injection,Fresenius Kabi USA LLC,63323-0711-00,Leucovorin Calcium,50 MG,1,1,10,10
J0640,Leucovorin calcium injection,BLUE POINT LABORATORIES,68001-0285-36,Leucovorin Calcium,50 MG,1,1,2,2
J0640,Leucovorin calcium injection,BLUE POINT LABORATORIES,68001-0285-37,Leucovorin Calcium,50 MG,1,1,4,4
J0640,Leucovorin calcium injection,BLUE POINT LABORATORIES,68001-0285-40,Leucovorin Calcium,50 MG,1,10,1,10
J0640,Leucovorin calcium injection,BLUE POINT LABORATORIES,68001-0286-38,Leucovorin Calcium,50 MG,1,1,7,7
J0641,Levoleucovorin injection,WEST-WARD PHARMACEUTICAL CORP.,00143-9558-01,Levoleucovorin Calcium,0.5 MG,1,1,100,100
J0641,Levoleucovorin injection,"ACTAVIS PHARMA, INC.",00591-4130-54,Levoleucovorin Calcium,0.5 MG,1,1,350,350
J0641,Levoleucovorin injection,"Sandoz, Inc.",00781-3201-94,Levoleucovorin Calcium,0.5 MG,17.5,1,350,350
J0641,Levoleucovorin injection,TEVA PHARMACEUTICALS USA,45963-0762-57,Levoleucovorin Calcium,0.5 MG,1,1,100,100
J0641,Levoleucovorin injection,Mylan Institutional,67457-0600-20,Levoleucovorin Calcium,0.5 MG,17.5,1,350,350
J0641,Levoleucovorin injection,Mylan Institutional,67457-0601-30,Levoleucovorin Calcium,0.5 MG,17.5,1,350,350
J0641,Levoleucovorin injection,Spectrum Pharmaceuticals,68152-0101-00,Levoleucovorin Calcium,0.5 MG,1,1,100,100
J0641,Levoleucovorin injection,AMNEAL PHARMACEUTICALS LLC,70121-1099-01,Levoleucovorin Calcium,0.5 MG,1,1,100,100
J0670,Inj mepivacaine hcl/10 ml,Fresenius Kabi USA LLC,63323-0260-37,Polocaine-Mpf,10 ML,30,25,3,75
J0670,Inj mepivacaine hcl/10 ml,Fresenius Kabi USA LLC,63323-0283-57,Polocaine,10 ML,50,25,5,125
J0670,Inj mepivacaine hcl/10 ml,Fresenius Kabi USA LLC,63323-0293-37,Polocaine-Mpf,10 ML,30,25,3,75
J0670,Inj mepivacaine hcl/10 ml,Fresenius Kabi USA LLC,63323-0294-27,Polocaine-Mpf,10 ML,20,25,2,50
J0670,Inj mepivacaine hcl/10 ml,Fresenius Kabi USA LLC,63323-0296-57,Polocaine,10 ML,50,25,5,125
J0690,Cefazolin sodium injection,WEST-WARD PHARMACEUTICAL CORP.,00143-9261-10,Cefazolin Sodium,500 MG,1,10,20,200
J0690,Cefazolin sodium injection,WEST-WARD PHARMACEUTICAL CORP.,00143-9262-25,Cefazolin Sodium,500 MG,1,25,2,50
J0690,Cefazolin sodium injection,West-Ward Pharmaceuticals Corp,00143-9923-90,Cefazolin Sodium,500 MG,1,25,1,25
J0690,Cefazolin sodium injection,West-Ward Pharmaceuticals Corp,00143-9924-90,Cefazolin Sodium,500 MG,1,25,2,50
J0690,Cefazolin sodium injection,West-Ward Pharmaceuticals Corp,00143-9983-03,Cefazolin Sodium,500 MG,1,10,20,200
J0690,Cefazolin sodium injection,B. Braun Medical Inc.,00264-3103-11,Cefazolin Sodium in Dextrose,500 MG,50,24,2,48
J0690,Cefazolin sodium injection,B. Braun Medical Inc.,00264-3105-11,Cefazolin Sodium in Dextrose,500 MG,50,24,4,96
J0690,Cefazolin sodium injection,Baxter Healthcare Corporation,00338-3503-41,Cefazolin Sodium,500 MG,50,24,2,48
J0690,Cefazolin sodium injection,Baxter Healthcare Corporation,00338-3508-41,Cefazolin Sodium,500 MG,100,12,4,48
J0690,Cefazolin sodium injection,"HOSPIRA, INC",00409-0805-01,Cefazolin Sodium,500 MG,1,25,2,50
J0690,Cefazolin sodium injection,"HOSPIRA, INC",00409-0806-01,Cefazolin Sodium,500 MG,1,10,20,200
J0690,Cefazolin sodium injection,"HOSPIRA, INC",00409-2585-01,Cefazolin Sodium,500 MG,1,25,2,50
J0690,Cefazolin sodium injection,"Sandoz, Inc.",00781-3450-95,Cefazolin Sodium,500 MG,1,1,10,10
J0690,Cefazolin sodium injection,"Sandoz, Inc.",00781-3451-96,Cefazolin Sodium,500 MG,10,25,2,50
J0690,Cefazolin sodium injection,"Sandoz, Inc.",00781-3452-95,Cefazolin Sodium,500 MG,10,10,20,200
J0690,Cefazolin sodium injection,Sagent Pharmaceuticals Inc,25021-0100-10,Cefazolin Sodium,500 MG,1,25,1,25
J0690,Cefazolin sodium injection,Sagent Pharmaceuticals Inc,25021-0100-66,Cefazolin Sodium,500 MG,1,25,1,25
J0690,Cefazolin sodium injection,Sagent Pharmaceuticals Inc,25021-0101-10,Cefazolin Sodium,500 MG,1,25,2,50
J0690,Cefazolin sodium injection,Sagent Pharmaceuticals Inc,25021-0101-67,Cefazolin Sodium,500 MG,1,25,2,50
J0690,Cefazolin sodium injection,Sagent Pharmaceuticals Inc,25021-0102-69,Cefazolin Sodium,500 MG,1,10,20,200
J0690,Cefazolin sodium injection,Sagent Pharmaceuticals Inc,25021-0102-99,Cefazolin Sodium,500 MG,1,10,20,200
J0690,Cefazolin sodium injection,WG Critical Care,44567-0706-25,Cefazolin Sodium,500 MG,1,25,1,25
J0690,Cefazolin sodium injection,WG Critical Care,44567-0707-25,Cefazolin Sodium,500 MG,1,25,2,50
J0690,Cefazolin sodium injection,WG Critical Care,44567-0708-10,Cefazolin Sodium,500 MG,1,10,20,200
J0690,Cefazolin sodium injection,A-S Medication Solutions,54569-5660-00,Cefazolin Sodium,500 MG,1,25,2,50
